,Address,Beds,Phone,Price,Title
217,"555 S Barrington Ave, Los Angeles, CA 90049",1-3 Bed,844-207-0095,"$3,195 - 6,700",555 Barrington
218,"1411 N Highland Ave, Los Angeles, CA 90028",Studio - 1 Bed,844-701-2013,"$2,318 - 3,200",The Highland
219,"851-853 N Hayworth Ave, Los Angeles, CA 90046",1 Bed,844-348-8528,Call for Rent,853 N Hayworth
220,"3700-3782 S Figueroa St, Los Angeles, CA 90007",3 Bed,844-462-5737,"$1,940 - 1,970",Tuscany Apartments FURNISHED LIVING
221,"1157 S Bundy Dr, Los Angeles, CA 90049",2 Bed,844-846-2310,"$5,200",The Tides Brentwood
222,"8500 W Sunset Blvd, Los Angeles, CA 90069",1-2 Bed,844-201-8720,"$8,100 - 20,925",AKA West Hollywood
223,"3075 Wilshire Blvd, Los Angeles, CA 90010",Studio - 2 Bed,213-674-4549,"$1,900 - 2,900",Westmore on Wilshire
224,"11715 Bellagio Rd, Los Angeles, CA 90049",2 Bed,424-610-4562,"$6,000",Empire at Bellagio
225,"6204-6216 La Mirada Ave, Los Angeles, CA 90038",Studio,844-246-6836,"$1,530",Hollywood Off-Vine
226,"241 N Lake St, Los Angeles, CA 90026",Studio - 1 Bed,844-366-6271,"$1,710 - 1,990",The Lake Apartment
227,"6233 S La Brea Ln, Los Angeles, CA 90056",1-2 Bed,424-240-7415,"$1,553 - 2,053",Ladera Townhouse
228,"401 S La Fayette Park Pl, Los Angeles, CA 90057",2 Bed,844-897-6841,"$2,250 - 2,375",Plaza at Lafayette Luxury Apartments
229,"430 S Broadway, Los Angeles, CA 90013",Studio - 2 Bed,844-278-4293,"$1,600 - 2,500",The Broadway Lofts
230,"6750 Whitsett Ave, North Hollywood, CA 91606",1-2 Bed,855-328-8592,"$1,279 - 2,200",The Piedmont Senior Apartments
231,"375 N La Cienega Blvd, West Hollywood, CA 90048",1 Bed,844-832-3150,"$2,913 - 3,795",La Cienega Weho
232,"11405 Chandler Blvd, North Hollywood, CA 91601",Studio - 2 Bed,747-202-2628,"$2,095 - 3,900",NvE
233,"21200 Kittridge St, Woodland Hills, CA 91303",1-3 Bed,855-887-8857,"$1,903 - 3,777",AMLI Warner Center
234,"255 W 5th St, San Pedro, CA 90731",1-3 Bed,310-341-4172,"$2,005 - 4,825",The Vue
235,"4055 Redwood Ave, Marina del Rey, CA 90066",1-2 Bed,310-907-5699,"$3,619 - 10,091",Forty55 Lofts
236,"435 W Los Feliz Rd, Glendale, CA 91204",1-3 Bed,855-559-8509,"$2,415 - 4,405",The Griffith
237,"12000 Riverside Dr, Valley Village, CA 91607",1-2 Bed,844-835-8732,"$2,935 - 3,385",Emerson Valley Village
238,"13900 Fiji Way, Marina del Rey, CA 90292",Studio - 3 Bed,844-277-1819,"$3,613 - 5,398",Breakwater at Marina del Rey
239,"5031 Fair Ave, North Hollywood, CA 91601",Studio - 3 Bed,844-264-8437,"$2,357 - 4,223",The Hesby
240,"100-118 S Maryland Ave, Glendale, CA 91205",Studio - 2 Bed,877-838-6692,"$1,930 - 3,131",Eleve Lofts and Skydeck
241,"5225 Blakeslee Ave, North Hollywood, CA 91601",1-2 Bed,844-617-3526,"$2,284 - 2,842",Academy Village
242,"1619 N La Brea Ave, Hollywood, CA 90028",Studio - 3 Bed,844-785-9655,"$2,195 - 11,697",The Avenue Hollywood
243,"8770 Washington Blvd, Culver City, CA 90232",Studio - 3 Bed,866-991-5976,"$2,966 - 7,115",Access - Culver City
244,"7027 Lanewood Ave, Hollywood, CA 90028",1-2 Bed,866-684-4719,"$2,167 - 2,882",Lanewood Pines
245,"13953 Panay Way, Marina Del Rey, CA 90292",1-2 Bed,855-599-0149,"$2,657 - 4,242",Capri Apartments
246,"1050 Frederick St, Venice, CA 90291",1-3 Bed,888-670-8958,"$2,808 - 5,239",Lincoln Place Apartment Homes
247,"16601 Foothill Blvd, Sylmar, CA 91342",1-2 Bed,866-396-4250,"$1,915 - 2,637",Rockwood at The Cascades
248,"2905 S Cabrillo Ave, San Pedro, CA 90731",1-2 Bed,844-451-4799,"$1,850 - 2,195",Marine View Apartments
249,"18641 Saticoy St, Reseda, CA 91335",2-3 Bed,844-320-7397,"$2,325 - 3,020",Villa Grande Townhomes
250,"21535 Roscoe Blvd, Canoga Park, CA 91304",2-3 Bed,844-284-6738,"$2,335 - 2,745",The Verandas
251,"1625 W Pacific Coast Hwy, Wilmington, CA 90744",1-3 Bed,844-805-2658,"$2,549 - 4,670",Portofino Townhomes
252,"6300 Variel Ave, Woodland Hills, CA 91367",1-2 Bed,888-880-7695,"$1,999 - 3,568",Carabella at Warner Center Apartments
253,"9400 Corbin Ave, Northridge, CA 91324",Studio - 2 Bed,818-514-8980,"$1,990 - 3,840",Terrena Apartment Homes
254,"9901 Lurline Ave, Chatsworth, CA 91311",Studio - 2 Bed,866-398-4985,"$1,602 - 2,847",Waterstone Apartments
255,"15454 Sherman Way, Van Nuys, CA 91406",Studio - 2 Bed,818-582-8249,"$1,495 - 3,752",San Regis Apartments
256,"6200 Franklin Ave, Hollywood, CA 90028",Studio - 2 Bed,323-472-9165,"$2,195 - 3,755",Hollywood Tower
257,"11179 Weddington St, North Hollywood, CA 91601",Studio - 1 Bed,844-841-9710,"$2,070 - 4,655",Lofts at NoHo Commons
258,"13488 W Maxella Ave, Marina Del Rey, CA 90292",Studio - 3 Bed,310-220-0721,"$2,840 - 7,596",Stella
259,"6701-6733 Eton Ave, Woodland Hills, CA 91303",1-2 Bed,818-928-7048,"$1,860 - 4,686",Alta Warner
260,"7141-7155 Santa Monica Blvd, West Hollywood, CA 90046",Studio - 2 Bed,877-485-5229,"$2,770 - 7,266",Domain WeHo
261,"10201 Lindley Ave, Northridge, CA 91325",Studio - 2 Bed,844-214-7600,"$1,358 - 3,095",Grand Apartments on Lindley
262,"14955 Saticoy St, Van Nuys, CA 91405",1-2 Bed,888-539-9407,"$1,551 - 2,088",Saticoy Gardens
263,"3120 Hollypark Dr, Inglewood, CA 90305",Studio - 2 Bed,844-700-1813,"$1,473 - 2,510",Hollypark Knolls
264,"11047 Otsego St, North Hollywood, CA 91601",1-3 Bed,818-824-6939,"$1,873 - 3,395",Windfaire Apartments
265,"8525 Tobias Ave, Panorama City, CA 91402",Studio - 2 Bed,888-584-4459,"$1,050 - 1,850",Regency Premier
266,"20918 Gresham St, Canoga Park, CA 91304",1-3 Bed,844-712-8031,"$2,250 - 2,890",Terra Apartments
267,"10620 Whipple St, Toluca Lake, CA 91602",2-3 Bed,844-810-9150,"$2,895",La Providencia
268,"16710 Ventura Blvd, Encino, CA 91436",Studio - 2 Bed,747-900-8040,"$2,595 - 3,350",Legado Encino
269,"20455 Sorrento Ln, Porter Ranch, CA 91326",1-2 Bed,818-492-4471,"$1,835 - 1,855",Ventana at Porter Ranch
270,"316 N Maple St, Burbank, CA 91505",Studio - 2 Bed,844-766-9613,"$2,263 - 4,172",The Woods at Toluca Lake
271,"1724 N Highland Ave, Hollywood, CA 90028",1-2 Bed,855-227-7048,"$2,375 - 3,699",1724 Highland
272,"1311 W Sepulveda Blvd, Torrance, CA 90501",2-3 Bed,310-975-3828,"$2,550 - 3,575",Seacrest Homes Apartments
273,"10139 Woodley Ave, North Hills, CA 91343",1-2 Bed,877-385-0448,"$1,850 - 2,800",Woodley Plaza
274,"22035 Burbank Blvd, Woodland Hills, CA 91367",1-2 Bed,844-266-4861,"$1,795 - 2,195",Woodland House Apartments
275,"5555 Bonner Ave, North Hollywood, CA 91601",2 Bed,877-539-7545,"$2,850 - 3,200",NOHO 55 Apartments
276,"11262 Ostego St, North Hollywood, CA 91601",1-3 Bed,323-746-2471,"$2,295 - 3,750",Otsego Noho Apartments
277,"2700-2800 Neilson Way, Santa Monica, CA 90405",1-2 Bed,424-229-9231,"$3,995 - 9,885",The Shores
278,"6565-7225 Crescent Park W, Playa Vista, CA 90094",1-3 Bed,844-235-7962,"$2,825 - 5,450",The Ventana Luxury Rentals
279,"889 Americana Way, Glendale, CA 91210",Studio - 2 Bed,866-477-5085,"$2,650 - 4,550",The Americana at Brand Luxury Apartments
280,"5500 Klump Ave, North Hollywood, CA 91601",Studio - 2 Bed,844-827-3356,"$1,850 - 2,827",NOHO 5500
281,"1775 N Orange Dr, Hollywood, CA 90028",Studio - 1 Bed,844-257-1228,"$2,150 - 3,250",The Nirvana
282,"19401 Parthenia St, Northridge, CA 91324",Studio - 2 Bed,844-438-4601,"$2,077 - 3,255",Alder
283,"155 N Crescent Dr, Beverly Hills, CA 90210",1-2 Bed,424-239-6890,"$11,850 - 29,250",AKA Beverly Hills
284,"8435 Orion Ave, North Hills, CA 91343",3 Bed,844-863-9301,"$2,295 - 2,795",Orion Luxury
285,"5710 E Crescent Park Park E, Los Angeles, CA 90094",1-2 Bed,888-608-9958,"$3,070 - 9,675",Crescent Park at Playa Vista
286,"7400 Hollywood Blvd, Los Angeles, CA 90046",Studio - 2 Bed,855-862-1782,"$1,795 - 2,700",Hollywood Place
287,"3636 S Sepulveda Blvd, Los Angeles, CA 90034",Studio - 2 Bed,855-874-5165,"$1,830 - 3,470",Westside Terrace Apartments
288,"1660 Wilton Pl, Los Angeles, CA 90028",Studio - 2 Bed,855-203-8870,"$1,980 - 3,515",Media Towers I Apts
289,"3205 Los Feliz Blvd, Los Angeles, CA 90039",Studio - 1 Bed,888-573-8504,"$1,483 - 4,815",Rancho Los Feliz
290,"5351 San Vicente Blvd, Los Angeles, CA 90019",Studio - 1 Bed,866-959-2918,"$1,662 - 2,992",Villa Vicente
291,"11400 Rochester Ave, Los Angeles, CA 90025",Studio - 2 Bed,866-492-0167,"$2,327 - 3,339",West Park Village
292,"7200 Franklin Ave, Los Angeles, CA 90046",Studio - 2 Bed,866-837-7747,"$2,219 - 3,031",Franklin Regency Apts
293,"535 Gayley Ave, Los Angeles, CA 90024",Studio - 1 Bed,844-787-2700,"$2,190 - 3,130",Ariel Court Apts
294,"5520 Wilshire Blvd, Los Angeles, CA 90036",Studio - 2 Bed,844-799-1903,"$2,573 - 15,848",Desmond at Wilshire
295,"12435 W Jefferson Blvd, Los Angeles, CA 90066",Studio - 2 Bed,844-406-4111,"$2,025 - 2,425",Club Marina
296,"101 Bridewell St, Los Angeles, CA 90042",Studio - 2 Bed,866-930-8289,"$1,545 - 2,050",Pasadena Park Place
297,"7270 Franklin Ave, Los Angeles, CA 90046",Studio - 2 Bed,844-274-2761,"$1,710 - 2,760",Savoy West Apartments
298,"716-718 S Los Angeles St, Los Angeles, CA 90014",Studio - 2 Bed,844-793-4336,"$1,950 - 3,219",Santee Court
299,"900 S Irolo St, Los Angeles, CA 90006",Studio - 2 Bed,844-674-5176,"$1,635 - 2,121",Windsor Court
300,"914 S Wilton Pl, Los Angeles, CA 90019",Studio - 1 Bed,844-833-1508,"$1,626 - 1,772",Regency Palm Court
301,"5200 Wilshire Blvd, Los Angeles, CA 90036",Studio - 2 Bed,888-565-4540,"$2,120 - 5,692",Wilshire La Brea
302,"690 S Catalina St, Los Angeles, CA 90005",Studio - 2 Bed,844-801-4355,"$2,599 - 2,724",Park Catalina
303,"616 Masselin Ave, Los Angeles, CA 90036",Studio - 2 Bed,844-800-0936,"$2,324 - 2,886",Tiffany Court
304,"810 S Flower St, Los Angeles, CA 90017",Studio - 2 Bed,844-294-5675,"$2,048 - 3,262",Gas Company Lofts
305,"733 N Kings Rd, Los Angeles, CA 90069",Studio - 2 Bed,844-436-5108,"$1,957 - 3,071",Kings Road
306,"610 S Main St, Los Angeles, CA 90014",Studio,844-817-1880,"$1,785 - 3,282",PE Lofts
307,"400 S Detroit St, Los Angeles, CA 90036",Studio - 2 Bed,844-323-4550,"$2,031 - 2,966",Essex Properties at Miracle Mile
308,"1360-1500 S Figueroa St, Los Angeles, CA 90015",Studio - 2 Bed,844-323-2364,"$1,783 - 3,593",Avant
309,"1304 W 2nd St, Los Angeles, CA 90026",Studio - 3 Bed,844-331-0655,"$1,920 - 2,700",Belmont Station
310,"5700 W Centinela Ave, Los Angeles, CA 90045",1-2 Bed,844-371-1325,"$2,046 - 2,970",Alessio
311,"5600 Wilshire Blvd, Los Angeles, CA 90036",Studio - 2 Bed,844-802-8112,"$2,221 - 3,451",5600 Wilshire
312,"333 S Catalina St, Los Angeles, CA 90020",1-2 Bed,844-807-4845,"$1,798 - 2,551",Catalina Gardens
313,"234 S Figueroa St, Los Angeles, CA 90012",Studio - 2 Bed,844-828-6452,"$1,999 - 3,678",Bunker Hill Towers
314,"801 S Hope St, Los Angeles, CA 90017",1-3 Bed,213-599-7247,"$2,678 - 6,148",8th and Hope
315,"639 N Broadway, Los Angeles, CA 90012",Studio - 2 Bed,888-613-1353,"$2,038 - 2,344",Jia
316,"1050 Wilshire Blvd, Los Angeles, CA 90017",1-3 Bed,844-625-6316,"$2,036 - 3,718",Glo
317,"2245 S Beverly Glen Blvd, Los Angeles, CA 90064",Studio - 2 Bed,844-223-3800,"$3,131 - 3,471",Westside Villas
318,"888 N Alameda St, Los Angeles, CA 90012",Studio - 2 Bed,855-412-2780,"$2,269 - 2,913",Mozaic at Union Station
319,"918 S Oxford Ave, Los Angeles, CA 90006",1-2 Bed,888-909-9148,"$2,032 - 2,851",Versailles Koreatown
320,"864 S New Hampshire, Los Angeles, CA 90005",2 Bed,844-214-3578,"$2,195 - 2,395",New Hampshire Terrace
321,"411 S Virgil Ave, Los Angeles, CA 90020",Studio - 2 Bed,844-264-8546,"$1,850 - 2,584",Virgil Square
322,"1710 N Fuller Ave, Los Angeles, CA 90046",Studio - 2 Bed,844-512-2779,"$1,886 - 3,076",Vantage Hollywood
323,"1765 N Sycamore Ave, Los Angeles, CA 90028",Studio,844-367-7180,"$1,600",The Westbury
324,"10401 Wilshire Blvd, Los Angeles, CA 90024",Studio - 2 Bed,844-640-8911,"$2,620 - 3,720",10401 Wilshire Building
325,"1420 Ambassador St, Los Angeles, CA 90035",1-2 Bed,323-406-7064,"$2,826 - 7,944",HillCreste Apartments
326,"10125 Palms Blvd, Los Angeles, CA 90034",2-3 Bed,844-280-7897,"$2,995",Palms Court
327,"11650 National Blvd, Los Angeles, CA 90064",Studio - 2 Bed,424-442-1742,Call for Rent,National Apartments
328,"3665 Hughes Ave, Los Angeles, CA 90034",1-2 Bed,844-209-7328,Call for Rent,Hughes Regency
329,"1207 Miramar St, Los Angeles, CA 90026",Studio - 1 Bed,844-234-9891,"$1,514 - 2,287",City View Apartments
330,"7275 Franklin Ave, Los Angeles, CA 90046",1-2 Bed,323-472-9452,"$2,010",La Vista Terrace
331,"7280 Hillside Ave, Los Angeles, CA 90046",1-2 Bed,844-321-0381,Call for Rent,Hillside View
332,"300 S Santa Fe Ave, Los Angeles, CA 90013",Studio - 2 Bed,888-350-7313,"$1,907 - 5,701",One Santa Fe Residential
333,"1050 S Flower St, Los Angeles, CA 90015",Studio - 2 Bed,213-455-5967,"$2,164 - 5,677",Met Lofts
334,"685 S New Hampshire Ave, Los Angeles, CA 90005",Studio - 2 Bed,844-679-0708,"$1,884 - 4,011",Berkshire K2LA
335,"420 S Westlake Ave, Los Angeles, CA 90057",Studio - 1 Bed,844-653-3050,Call for Rent,Regina Apartments
336,"117 S Avenue 64, Los Angeles, CA 90042",1-2 Bed,844-851-2365,"$1,699 - 2,250",Avenue 64 Apartments
337,"10705-10725 Rose Ave, Los Angeles, CA 90034",2 Bed,844-660-6931,"$2,755 - 2,975",Pacific Rose Apartments
338,"2424 Wilshire Blvd, Los Angeles, CA 90057",Studio,844-521-0819,"$1,625 - 1,715",Park Wilshire
339,"2619 Wilshire Blvd, Los Angeles, CA 90057",Studio - 2 Bed,657-622-0563,"$1,415 - 2,285",Wilshire Royale
340,"400 S Main St, Los Angeles, CA 90013",Studio,213-908-1894,"$2,205 - 3,370",San Fernando Building Lofts
341,"121 E 6th St, Los Angeles, CA 90014",Studio - 1 Bed,844-211-4516,"$1,730 - 5,770",Santa Fe Lofts
342,"816-818 S Grand Ave, Los Angeles, CA 90017",1-3 Bed,844-823-2465,"$2,365 - 4,155",South Park Lofts
343,"1425 N Alta Vista Blvd, Los Angeles, CA 90046",Studio - 2 Bed,855-463-6101,"$2,210 - 3,045",Vue Hollywood
344,"3316 W 73rd St, Los Angeles, CA 90043",Studio - 1 Bed,323-568-1217,"$1,070 - 1,585",Crenshaw Terrace
345,"4757-4811 W Slauson Ave, Los Angeles, CA 90056",1-2 Bed,888-757-0687,"$1,620 - 2,535",Ladera Apts
346,"1327-1329 S Crenshaw Blvd, Los Angeles, CA 90019",2-3 Bed,888-309-2949,"$2,020 - 2,605",Crenshaw Townhouse
347,"870 Hilgard Ave, Los Angeles, CA 90024",1-2 Bed,844-274-9513,"$3,095 - 4,495",Hilgard Homes
348,"8501 S Sepulveda Blvd, Los Angeles, CA 90045",Studio - 2 Bed,844-448-4514,"$2,295 - 2,495",Sepulveda West Apartments
349,"7430 Arizona Ave, Los Angeles, CA 90045",2-3 Bed,844-205-0921,"$3,650 - 4,500",Villas at Kentwood
350,"1811-1825 Morton Ave, Los Angeles, CA 90026",1-3 Bed,844-508-6569,"$2,675",Morton Gardens Apartments
351,"11024 Strathmore Dr, Los Angeles, CA 90024",2-3 Bed,424-442-1949,"$6,123 - 8,750",11024 Strathmore Dr.
352,"1836 Parnell Ave, Los Angeles, CA 90025",2 Bed,805-328-6837,"$3,575 - 3,675",1836 Parnell Avenue
353,"1122 Gayley Ave, Los Angeles, CA 90024",Studio - 2 Bed,844-468-3462,"$3,595 - 5,695",Gayley & Lindbrook
354,"6615-6621 W 86th Pl, Los Angeles, CA 90045",Studio - 2 Bed,844-324-3796,"$2,895",Westchester Apartments
355,"8660 Burton Way, Los Angeles, CA 90048",Studio - 1 Bed,844-898-3203,"$1,775 - 1,895",Burton Square
356,"11681 Darlington Ave, Los Angeles, CA 90049",2 Bed,844-859-0298,"$3,950",Darlington Apartments
357,"3016 Waverly Dr, Los Angeles, CA 90039",Studio - 1 Bed,844-883-8763,Call for Rent,Waverly
358,"3420 S Sepulveda Blvd, Los Angeles, CA 90034",1-2 Bed,844-356-1823,"$2,560 - 2,750",Palm Royale Apartments
359,"1033 Hilgard Ave, Los Angeles, CA 90024",1-2 Bed,844-330-3833,"$3,600 - 4,000",Westwood Village Furnished Apartments
360,"915 N La Brea Ave, Los Angeles, CA 90038",Studio - 3 Bed,844-329-8255,"$2,520 - 5,240",Angelene
361,"8665 Burton Way, Los Angeles, CA 90048",Studio - 2 Bed,844-416-6143,"$2,670 - 7,900",Burton Way
362,"12600 Braddock Dr, Los Angeles, CA 90066",1-2 Bed,323-776-3972,"$2,166 - 2,943",Casa De Marina Apartments
363,"7223 Willoughby Ave, Los Angeles, CA 90046",1 Bed,844-808-6928,"$2,195",Willoughby Apartments
364,"412 S Lake St, Los Angeles, CA 90057",Studio,323-330-4374,"$1,550",The Eleanor Apartments
365,"Los Angeles, CA 90038",1 Bed,844-834-6144,"$2,795 - 2,895",5812 Virginia Ave
366,"840 Hobart Blvd, Los Angeles, CA 90005",1 Bed,844-265-9958,"$1,425",The Wendover Apartments
367,"1746 N Orange Dr, Los Angeles, CA 90028",Studio - 2 Bed,844-430-3283,"$1,730 - 2,615",The Madison Apartments
368,"6711 Yucca St, Los Angeles, CA 90028",Studio,747-208-7823,"$1,500",Hollywood Pointe Apartments
369,"835 S Wooster St, Los Angeles, CA 90035",Studio - 1 Bed,844-580-9852,"$2,150",Wooster
370,"411 W 5th St, Los Angeles, CA 90013",Studio,844-229-3693,"$2,278",Title Guarantee Lofts
371,"345 S Cloverdale Ave, Los Angeles, CA 90036",Studio - 2 Bed,844-788-5708,"$1,850 - 2,850",345 Cloverdale
372,"1647 W Temple St, Los Angeles, CA 90026",2 Bed,424-363-6601,"$3,295",Echo Designer Loft Apartments
373,"4133 S Redwood Ave, Los Angeles, CA 90066",Studio - 2 Bed,844-205-2697,"$2,399 - 4,599",R2 Living Lofts
374,"4151 Redwood Ave, Los Angeles, CA 90066",3 Bed,844-262-4300,"$5,399 - 5,499",R1 Living Townhouses
375,"1303 Wellesley Ave, Los Angeles, CA 90025",3 Bed,424-331-1415,"$5,000 - 5,400",The Wellesley House
376,"3221 W Temple St, Los Angeles, CA 90026",1-3 Bed,818-208-2695,"$2,250 - 3,799",HoM @ West Temple
377,"318 S Detroit St, Los Angeles, CA 90036",2 Bed,844-244-9994,"$2,750",Brighton Villas
378,"616 S Burnside Ave, Los Angeles, CA 90036",2 Bed,844-822-0394,"$2,700",Burnside Apartments
379,"360 S Detroit St, Los Angeles, CA 90036",2 Bed,855-480-4928,"$2,600 - 2,750",Babylon Apartments
380,"625 Hauser Blvd, Los Angeles, CA 90036",2 Bed,844-209-8095,"$2,850",Hauser Apartments
381,"753 Lillian Way, Los Angeles, CA 90038",Studio - 3 Bed,844-592-0016,"$2,900 - 4,900",The Lofts on Lillian Way
382,"4555 W Martin Luther King Jr Blvd, Los Angeles, CA 90016",1-2 Bed,310-846-8835,"$1,650 - 2,280",Residences at Woodlake
383,"527-540 Midvale Ave, Los Angeles, CA 90024",Studio - 2 Bed,844-356-1723,"$1,050 - 4,455",Midvale Apartments
384,"5115 Wilshire Blvd, Los Angeles, CA 90036",1-3 Bed,864-558-2875,"$2,508 - 4,753",Avalon Wilshire
385,"720 W 27th St, Los Angeles, CA 90007",Studio - 2 Bed,844-773-4338,"$1,500 - 3,000",Mardi Gras Apartments
386,"2707 Portland St, Los Angeles, CA 90007",Studio - 2 Bed,844-367-3330,"$1,500 - 3,000",Mardette Apartments
387,"819 Santee St, Los Angeles, CA 90014",Studio - 1 Bed,213-267-8676,"$2,020 - 3,890",Maxfield Lofts
388,"333 S Kingsley Dr, Los Angeles, CA 90020",Studio,844-795-1411,"$1,800 - 1,825",Kingsley Tower Apartments
389,"1851 Ivar Ave, Los Angeles, CA 90028",1 Bed,844-795-9441,Call for Rent,Chateau Alto Nido Apartments
390,"1515 S Westgate Ave, Los Angeles, CA 90025",1-3 Bed,818-588-4865,"$3,335 - 5,124",The Westgate Collection
391,"417 S Barrington Ave, Los Angeles, CA 90049",2-4 Bed,747-226-5945,"$5,895 - 7,095",SAN REMO
392,"2901 E Olympic Blvd, Los Angeles, CA 90023",Studio - 2 Bed,844-518-9484,"$961 - 1,850",Wyvernwood Garden - Leasing In Boyle Heights
393,"2208 W 8th St, Los Angeles, CA 90057",Studio,844-478-3459,"$1,295 - 1,875",William Penn Apartment Homes
394,"4150 Marathon St, Los Angeles, CA 90029",2 Bed,844-207-5984,"$2,700 - 3,495",The CitiZen at Virgil Village
395,"3324-3330 Wilshire Blvd, Los Angeles, CA 90010",Studio,844-410-0512,"$3,100 - 4,000",Morgan Lofts
396,"533 N Mariposa Ave, Los Angeles, CA 90004",1 Bed,844-262-5661,"$1,825",Mariposa Gardens
397,"5409 Carlton Way, Los Angeles, CA 90027",1 Bed,844-203-0475,"$2,125",Sterling Court Apartments
398,"756 S Spring St, Los Angeles, CA 90014",1 Bed,213-536-0586,"$2,075 - 2,200",Great Republic Lofts Apartments
399,"5533 Hollywood Blvd, Los Angeles, CA 90028",Studio - 2 Bed,844-818-1501,"$1,325 - 2,550",The Gershwin Apartments
400,"10969 Wellworth Ave, Los Angeles, CA 90024",Studio,747-248-0467,"$2,645",Westwood Riviera
401,"5659 W 8th St, Los Angeles, CA 90036",1-2 Bed,877-889-7187,"$3,299 - 7,700",Oakwood Miracle Mile
402,"3400 Cahuenga Blvd W, Los Angeles, CA 90068",2 Bed,323-380-1157,"$2,499 - 2,750",Cahuenga Place - Former Site Hanna Barbara
403,"6550 Yucca St, Los Angeles, CA 90028",2 Bed,844-209-1210,"$2,150 - 2,250",Hollywood Terrace Apartments
404,"3700 S Sepulveda Blvd, Los Angeles, CA 90034",1-2 Bed,844-259-7126,"$2,150 - 3,200",3700 SEPULVEDA
405,"Los Angeles, CA 90034",2 Bed,844-720-6830,"$2,700",3748 Midvale Ave
406,"639 S Commonwealth Ave, Los Angeles, CA 90005",1-4 Bed,844-598-1608,"$636 - 1,260",Sheraton Town House
407,"8600 Burton Way, Los Angeles, CA 90048",1-2 Bed,310-734-0209,"$3,195 - 3,995",8600 Burton Way
408,"3230 Overland Ave, Los Angeles, CA 90034",Studio - 2 Bed,844-877-8862,"$2,150 - 2,225",Casa De Vida
409,"3550 W 6th St, Los Angeles, CA 90005",Studio - 2 Bed,844-825-4899,"$2,185 - 3,000",The Abbey
410,"Los Angeles, CA 90026",2 Bed,844-245-2423,Call for Rent,1516 Micheltorena St
411,"320 S Arnaz Dr, Los Angeles, CA 90048",Studio,844-778-4964,"$2,037",Studio Arnaz
412,"1530 N Poinsettia Pl, Los Angeles, CA 90046",Studio - 2 Bed,844-293-8961,"$2,525 - 3,302",Verse Hollywood
413,"689 S Berendo St, Los Angeles, CA 90005",2 Bed,877-590-9608,"$2,700 - 2,950",Berendo Terrace
414,"10824 Lindbrook Dr, Los Angeles, CA 90024",Studio,844-650-0517,"$1,798 - 2,199",Lindbrook Manor
415,"717 S Carondelet St, Los Angeles, CA 90057",Studio - 1 Bed,844-655-7339,"$1,550 - 1,700",Westlake Flats
416,"300 Avenue 37, Los Angeles, CA 90065",1 Bed,844-891-1325,"$1,650",Parkview Terrace
417,"810 S Spring St, Los Angeles, CA 90014",1-2 Bed,844-241-0624,"$2,270 - 3,035",NCT Lofts
418,"6565 W Fountain Ave, Los Angeles, CA 90028",1 Bed,844-390-6034,"$1,875 - 2,525",Bleu Apartments
419,"1630 W 3rd St, Los Angeles, CA 90017",1 Bed,844-206-9080,"$1,450",Crystal House Apartments
420,"3584 S Figueroa St, Los Angeles, CA 90007",5 Bed,844-245-2465,"$2,178",Full for Fall! The ICON Plaza at USC
421,"500 S Westmoreland Ave, Los Angeles, CA 90020",1 Bed,844-377-9294,"$1,695 - 1,995",500 Westmoreland Avenue Apartments
422,"1203-1209 W 7th St, Los Angeles, CA 90017",Studio,844-843-8980,"$1,350",Commodore Regency Apartments
423,"1318 N Mansfield Ave, Los Angeles, CA 90028",1 Bed,844-224-9659,"$2,300",Chateau Mansfield
424,"1229-1318 N Mansfield Ave, Los Angeles, CA 90038",2 Bed,844-229-2324,"$2,695",Mansfield Apartments
425,"1545 N Hobart Blvd, Los Angeles, CA 90027",1 Bed,323-856-1736,"$1,600",Hollywood Royale Apartments
426,"Los Angeles, CA 90038",1 Bed,866-606-1056,"$1,850",1134 N Sycamore Ave
427,"8600 Emerson Ave, Los Angeles, CA 90045",Studio - 1 Bed,844-422-5916,"$1,865 - 2,548",Townhomes on Emerson
428,"670 Kelton Ave, Los Angeles, CA 90024",1-3 Bed,424-320-5666,"$3,000 - 6,000",Roberts Hall
429,"120 Granville Ave, Los Angeles, CA 90049",2 Bed,844-791-0136,"$5,995",L'Ermitage Luxury Apartments
430,"1570 N Edgemont St, Los Angeles, CA 90027",Studio - 2 Bed,844-355-1818,"$1,600 - 2,910",Villa Edgemont Apartments
431,"Los Angeles, CA 90046",1 Bed,844-811-6937,"$3,050",1338-1352 N Harper Ave
432,"748 S Main St, Los Angeles, CA 90014",Studio,844-523-9928,$650 - 975,Huntington Apartments
433,"2700 S Figueroa St, Los Angeles, CA 90007",Studio - 1 Bed,844-858-0060,"$2,178 - 3,058",West 27th Place
434,"1836 N Gramercy Pl, Los Angeles, CA 90028",Studio - 1 Bed,877-607-7848,"$1,999 - 2,500",Gramercy Hollywood
435,"Los Angeles, CA 90020",Studio - 1 Bed,844-219-4312,Call for Rent,435 S Mariposa Ave
436,"715 S Normandie Ave, Los Angeles, CA 90005",Studio - 2 Bed,844-397-6441,"$1,100 - 1,850",The Langham
437,"3460 W 7th St, Los Angeles, CA 90005",Studio - 2 Bed,844-645-9537,"$1,919 - 3,550",The View
