,Address,Beds,Phone,Price,Title
215,"12777 Garden Grove Blvd, Garden Grove, CA 92843",1-2 Bed,844-211-9630,"$1,525 - 1,825",Harbor Grove Senior Apartments: 55 Plus Only
216,"16552 Sell Cir, Huntington Beach, CA 92649",1-2 Bed,844-349-2363,"$1,800 - 2,295",Las Brisas Del Mar--Harbour Area
217,"655 N Brea Blvd, Brea, CA 92821",1-2 Bed,844-529-7691,"$1,755 - 2,445",Canyon Pines Apartments
218,"10320 Warner Ave, Fountain Valley, CA 92708",1-2 Bed,844-245-9113,"$1,675 - 2,000",Park Pacific
219,"120 N Magnolia Ave, Anaheim, CA 92801",1-2 Bed,657-214-5981,"$1,550 - 2,175",Fairway Village Apartments
220,"2414 N Tustin Ave, Santa Ana, CA 92705",Studio - 2 Bed,864-438-0181,"$1,550 - 2,275",Horizon Apartment Homes
221,"12621-12661 Lewis St, Garden Grove, CA 92840",Studio - 2 Bed,714-202-0128,"$1,375 - 1,895",City Plaza
222,"790 N Euclid St, Anaheim, CA 92801",2 Bed,866-296-6036,"$1,850 - 1,950",Glenoaks Terrace Apartments
223,"8021 9th St, Buena Park, CA 90621",2 Bed,855-204-7525,"$1,995",Owen Village Apartments
224,"9951 Holder St, Cypress, CA 90630",3 Bed,844-288-9267,"$2,195 - 2,395",Cypress Townpark Apartments
225,"3138 E Maple Ave, Orange, CA 92869",2 Bed,844-818-2904,"$1,443",The Knolls
226,"9900 Acacia Ave, Garden Grove, CA 92841",1-2 Bed,844-359-4339,"$1,620 - 2,110",La Madera Apartments
227,"2724 N Bristol St, Santa Ana, CA 92706",1-3 Bed,714-361-9874,"$1,695 - 2,395",The Islander Apartments
228,"17171 Bolsa Chica St, Huntington Beach, CA 92649",1-2 Bed,844-382-7636,"$1,530 - 2,090",The Cambridge
229,"1313 W Memory Ln, Santa Ana, CA 92706",Studio - 2 Bed,844-337-3233,"$1,225 - 1,695",Portofino Apartments
230,"21041 Osterman Rd, Lake Forest, CA 92630",1-3 Bed,949-273-4473,"$1,860 - 3,260",Bellecour Way
231,"1844 E Fairway Dr, Orange, CA 92866",2 Bed,844-704-0308,Call for Rent,Fairway Park
232,"3100 Park Ave, Tustin, CA 92782",1-3 Bed,844-737-7539,"$1,935 - 2,379",Anton Legacy
233,"2800 W 17th St, Santa Ana, CA 92706",1-2 Bed,877-384-0174,"$1,564 - 1,875",San Tropez
234,"1500 Mesa Verde Dr E, Costa Mesa, CA 92626",1-2 Bed,844-890-5366,"$1,956 - 2,668",Azulon at Mesa Verde
235,"3124 S Main St, Santa Ana, CA 92707",1-2 Bed,714-485-4102,"$1,725 - 2,750",Adagio at South Coast
236,"2400 Harbor Blvd, Costa Mesa, CA 92626",1-2 Bed,888-770-5148,"$1,684 - 4,535",Mediterranean Village Costa Mesa
237,"102 Calais St, Laguna Niguel, CA 92677",1-2 Bed,844-492-1762,"$1,895 - 2,475",Elan Overlook Laguna
238,"3530-3560 E La Palma Ave, Anaheim, CA 92806",1-2 Bed,888-268-2091,"$1,869 - 3,707",The Crossing Apartments
239,"2801 Alton Pky, Irvine, CA 92606",Studio - 2 Bed,877-907-8871,"$1,998 - 7,516",Calypso Apartments and Lofts
240,"16162 Sher Ln, Huntington Beach, CA 92647",1-2 Bed,844-775-5532,"$1,645 - 1,935",Huntington Highlander Apartment Homes
241,"1265 N Chrisden St, Anaheim, CA 92807",Studio - 2 Bed,844-245-9124,"$1,565 - 1,845",Canyon Village Apartment Homes
242,"2540 Country Hills Rd, Brea, CA 92821",Studio - 2 Bed,866-490-1340,"$1,580 - 2,010",Country Hills Apartment Homes
243,"3300 Quartz Ln, Fullerton, CA 92831",1-2 Bed,844-518-1504,"$1,570 - 2,000",R C Briarwood Apartment Homes
244,"11250 Dale St, Garden Grove, CA 92841",1-2 Bed,844-878-7085,"$1,710 - 1,980",Meadowood Place Apartment Homes
245,"825 Tamarack Ave, Brea, CA 92821",1-2 Bed,844-896-1735,"$1,825 - 2,020",Tamarack Woods Apartment Homes
246,"4011 E Chapman Ave, Orange, CA 92869",1-2 Bed,844-789-4042,Call for Rent,Orange Creek Apartment Homes
247,"9950 Juanita St, Cypress, CA 90630",1-2 Bed,844-560-3125,"$1,750 - 2,105",Arbor Court Apartment Homes
248,"1619 W Crescent Ave, Anaheim, CA 92801",Studio - 2 Bed,844-730-4962,"$1,475 - 1,955",Monte Verde Apartment Homes
249,"2944 E Frontera St, Anaheim, CA 92806",1-2 Bed,844-245-9109,"$1,780 - 1,900",Eastwood Apartment Homes
250,"315 N Associated Rd, Brea, CA 92821",1-2 Bed,844-788-4735,"$1,615 - 2,060",Country Woods Apartment Homes
251,"21141-21142 Canada Rd, Lake Forest, CA 92630",1-2 Bed,844-416-7558,"$1,620 - 2,020",Emerald Court Apartment Homes
252,"22159 Rimhurst Dr, Lake Forest, CA 92630",1-2 Bed,844-403-3910,"$1,535 - 2,145",Trabuco Woods Apartment Homes
253,"70 Sklar St, Ladera Ranch, CA 92694",1-3 Bed,844-708-1717,"$1,850 - 2,895",Laurel Glen Apartment Homes
254,"76 Mercantile Way, Ladera Ranch, CA 92694",1-3 Bed,844-761-9658,"$2,030 - 2,895",Laurel Canyon Apartment Homes
255,"155 S Angelina Dr, Placentia, CA 92870",1-2 Bed,844-884-8622,"$1,780 - 2,310",Oak Tree Court Apartment Homes
256,"375 S Randolph Ave, Brea, CA 92821",Studio - 2 Bed,844-730-4817,Call for Rent,Maplewood Apartment Homes
257,"2375 W Crescent Ave, Anaheim, CA 92801",1-2 Bed,844-877-8308,"$1,505 - 1,810",Orleans Apartment Homes
258,"14221 Edwards St, Westminster, CA 92683",1-2 Bed,844-258-5134,"$1,610 - 1,935",Hollybrook Apartment Homes
259,"2000 Corporate Dr, Ladera Ranch, CA 92694",1-2 Bed,844-720-6822,"$1,700 - 2,490",Laurel Terrace Apartment Homes
260,"23151 Los Alisos Blvd, Mission Viejo, CA 92691",1-3 Bed,714-485-4863,"$1,545 - 3,060",Saddleback Ranch Apartments
261,"28188 Moulton Pky, Laguna Niguel, CA 92677",1-2 Bed,844-445-4532,"$1,647 - 2,150",The Palms at Laguna Niguel
262,"17300 Euclid St, Fountain Valley, CA 92708",2-3 Bed,844-447-2331,"$1,869 - 2,642",Valley Park
263,"141 W Wilshire Ave, Fullerton, CA 92832",1-2 Bed,844-404-2968,"$1,769 - 2,546",Wilshire Promenade
264,"1501 S Beach Blvd, La Habra, CA 90631",1-2 Bed,844-203-8572,"$1,685 - 2,633",Hillsborough Park
265,"10441 Slater Ave, Fountain Valley, CA 92708",1-2 Bed,888-634-7310,"$1,711 - 2,238",The Havens
266,"8400 Edinger Ave, Huntington Beach, CA 92647",Studio - 2 Bed,844-217-8705,"$1,610 - 2,394",The Huntington
267,"25381 Mosswood Way, Lake Forest, CA 92630",1-2 Bed,844-254-3842,"$1,939 - 2,446",Trabuco Villas
268,"201 E Chapman Ave, Placentia, CA 92870",1-2 Bed,844-791-6997,"$1,588 - 2,211",Villa Angelina
269,"229 E Commonwealth Ave, Fullerton, CA 92832",Studio - 3 Bed,844-320-3552,"$1,976 - 3,461",Pinnacle at Fullerton
270,"3100 E Yorba Linda Blvd, Fullerton, CA 92831",Studio - 2 Bed,844-833-9499,"$1,499 - 2,149",Haver Hill
271,"901-961 S Idaho St, La Habra, CA 90631",1-2 Bed,844-266-0130,"$1,505 - 1,565",Village Green
272,"21270 Beach Blvd, Huntington Beach, CA 92648",Studio - 2 Bed,844-898-5906,"$1,748 - 2,466",Huntington Breakers
273,"15-15 MacArthur Pl, Santa Ana, CA 92707",1-2 Bed,844-320-3349,"$2,970 - 6,192",Essex Skyline at MacArthur Place
274,"120 Calle Amistad, San Clemente, CA 92673",1-3 Bed,844-301-0058,"$1,908 - 2,844",Pinnacle at Talega
275,"31 E MacArthur C..., Santa Ana, CA 92707",1-2 Bed,844-827-0915,"$2,005 - 2,474",Pinnacle at MacArthur Place
276,"4200 W 1st St, Santa Ana, CA 92703",1-2 Bed,844-862-5416,"$1,511 - 2,116",Parkside Court
277,"29752 Melinda Rd, Rancho Santa Margarita, CA 92688",1-3 Bed,844-211-4615,"$1,603 - 2,078",Cortesia at Rancho Santa Margarita
278,"2400 E Lincoln Ave, Anaheim, CA 92806",1-2 Bed,844-608-2075,"$1,592 - 2,047",Barkley
279,"2045 S State College Blvd, Anaheim, CA 92806",1-3 Bed,888-702-7458,"$2,330 - 3,735",Anavia
280,"2341 Daphne Pl, Fullerton, CA 92833",3 Bed,844-366-9606,"$2,612 - 2,904",Capri At Sunny Hills
281,"1300 E Fairhaven Ave, Santa Ana, CA 92705",1-2 Bed,844-543-0938,"$1,684 - 2,204",Fairhaven
282,"2300 Dupont Dr, Irvine, CA 92612",Studio - 3 Bed,844-509-7704,"$2,883 - 3,801",Axis 2300
283,"650 W Broadway, Anaheim, CA 92805",Studio - 2 Bed,844-580-3816,"$1,815 - 2,290",Avanti
284,"24922 Hidden Hills Rd, Laguna Niguel, CA 92677",2-3 Bed,877-585-3023,"$2,010 - 2,655",Windridge
285,"31872 Joshua Dr, Rancho Santa Margarita, CA 92679",1-2 Bed,844-274-7108,"$1,685 - 2,586",Trabuco Highlands
286,"8945 Riverbend Dr, Huntington Beach, CA 92647",1-2 Bed,844-852-6306,"$1,924 - 2,597",Sendero Huntington Beach
287,"655 Baker St, Costa Mesa, CA 92626",1-3 Bed,844-744-7392,"$1,735 - 2,815",South Pointe
288,"25211 Stockport St, Laguna Hills, CA 92653",1-2 Bed,844-228-2199,"$1,700 - 2,100",Alicia Village
289,"801 E Orangewood Ave, Anaheim, CA 92802",1-2 Bed,844-845-3866,"$1,745 - 2,360",Hampton Pointe
290,"2627 N Bourbon St, Orange, CA 92865",1-2 Bed,844-257-1311,"$1,720 - 2,200",Casa Ciento
291,"15123 Brookhurst St, Westminster, CA 92683",Studio - 2 Bed,844-882-8422,"$1,605 - 2,170",Cinnamon Creek
292,"1201 SE Walnut Ave, Tustin, CA 92780",1-2 Bed,844-852-9503,"$1,735 - 2,080",Walnut East
293,"2421 E Ball Rd, Anaheim, CA 92806",1-2 Bed,844-428-4458,"$1,715 - 2,090",The Villager
294,"1630 Orchard Dr, Placentia, CA 92870",Studio - 2 Bed,844-638-1521,"$1,560 - 2,280",Sedona
295,"7051 Natal Dr, Westminster, CA 92683",1-2 Bed,844-867-1830,"$1,620 - 2,000",Sutton Place
296,"15200 Magnolia St, Westminster, CA 92683",1-2 Bed,844-454-2934,"$1,695 - 2,090",Calespana
297,"225 Festival Dr, Anaheim, CA 92808",1-2 Bed,844-824-0494,"$1,801 - 2,237",Overlook At Anaheim Hills 55+
298,"2301 E Ball Rd, Anaheim, CA 92806",Studio - 2 Bed,844-704-0314,"$1,500 - 2,125",Casa Madrid
299,"1421 N Gilbert St, Fullerton, CA 92833",1 Bed,844-712-7208,"$1,840 - 1,930",Cinnamon Ridge
300,"1142 Buckingham Dr, Costa Mesa, CA 92626",Studio - 2 Bed,844-217-5186,"$1,980 - 2,800",Wimbledon Glen
301,"17272 Walnut Ave, Tustin, CA 92780",1-2 Bed,844-719-7871,"$1,675 - 2,055",Nogal Feliz
302,"2613 S Fairview Sreet St, Santa Ana, CA 92704",1-3 Bed,877-394-6579,"$1,575 - 2,285",Fairview Green
303,"25212 Stockport St, Laguna Hills, CA 92653",1-2 Bed,844-618-4631,"$1,740 - 2,090",Alicia Plaza
304,"26356 Vintage Woods St, Lake Forest, CA 92630",1-2 Bed,844-831-4820,"$1,699 - 2,305",The Arbors
305,"26451 Camino de Vis, San Juan Capistrano, CA 92675",1-2 Bed,844-838-4746,"$1,697 - 2,642",Capistrano Pointe
306,"2459 Corte Merlango, San Clemente, CA 92673",Studio - 3 Bed,844-601-7464,"$1,719 - 2,653",Pacific Pointe
307,"26891 La Alameda Ln, Mission Viejo, CA 92691",1-2 Bed,844-853-6853,"$1,739 - 2,999",Camden Crown Valley
308,"30252 Pacific Island Dr, Laguna Niguel, CA 92677",1-2 Bed,844-252-1438,"$1,805 - 2,724",Niguel Summit
309,"26371 Paloma, Foothill Ranch, CA 92610",1-3 Bed,844-883-3552,"$1,629 - 3,231",Paloma Summit
310,"800 S Brea Blvd, Brea, CA 92821",1-2 Bed,714-831-2331,"$1,705 - 2,105",Town and Country
311,"901 S Harbor Blvd, Santa Ana, CA 92704",Studio - 1 Bed,844-235-9044,"$1,445 - 1,665",California Palms
312,"12091-12156 Bayport St, Garden Grove, CA 92840",Studio,844-672-8121,"$1,358 - 1,416",Crystal View Apartments
313,"1491 N Glassell St, Orange, CA 92867",1-3 Bed,844-655-6395,"$1,810 - 2,900",Lantern Bay
314,"21011 Osterman Rd, Lake Forest, CA 92630",2-3 Bed,844-271-9545,"$1,890 - 2,666",Crestwood
315,"126 E 18th St, Costa Mesa, CA 92627",Studio - 2 Bed,844-290-3148,"$1,695 - 2,355",Eastside
316,"2701 W McFadden Ave, Santa Ana, CA 92704",1-2 Bed,844-263-1553,"$1,545 - 2,035",Villa Del Sur
317,"7891-7925 Oleander Cir, Buena Park, CA 90620",2 Bed,844-881-3219,"$1,805 - 1,955",Cantabria
318,"13884-13888 Euclid St, Garden Grove, CA 92843",1-3 Bed,844-202-3601,"$1,665 - 2,425",Solara
319,"2631 W Felicidad Cir, Anaheim, CA 92801",2-4 Bed,844-223-1886,"$1,799 - 2,495",The Evergreens
320,"2000 Parsons St, Costa Mesa, CA 92627",Studio - 2 Bed,844-278-5421,"$1,650 - 2,350",The Parsons
321,"1311 Washington Pl, Santa Ana, CA 92701",2 Bed,844-229-1981,"$2,150 - 2,250",Washington Place
322,"530 W Wilson St, Costa Mesa, CA 92627",2 Bed,844-312-5580,"$1,930 - 1,980",Apex Apartment Homes
323,"9352-9372 Holder St, Cypress, CA 90630",1-2 Bed,844-851-0965,"$1,575 - 2,050",Royal Gardens
324,"707 W Santa Ana St, Anaheim, CA 92805",1-2 Bed,562-315-7692,"$1,480 - 2,775",Heritage Village Anaheim for Seniors
325,"3800 S Flower St, Santa Ana, CA 92707",1-2 Bed,844-215-6934,"$1,872 - 2,400",Courtyards at South Coast
326,"13202 Myford Rd, Tustin, CA 92782",2-3 Bed,855-375-3505,"$2,175 - 3,465",Rancho Tierra Apartment Homes
327,"1300 Hayes, Irvine, CA 92620",1-3 Bed,844-454-9015,"$1,750 - 5,015",Northwood Apartment Homes
328,"5100 Colony Plz, Newport Beach, CA 92660",1-2 Bed,844-631-0927,"$3,080 - 9,125",Colony at Fashion Island
329,"2955 Champion Way, Tustin, CA 92782",Studio - 2 Bed,844-883-4628,"$1,750 - 4,060",Sierra Vista Apartment Homes
330,"400 Enclave Cir, Costa Mesa, CA 92626",1-2 Bed,844-219-6361,"$1,965 - 4,280",The Enclave at South Coast
331,"101 Veneto, Irvine, CA 92614",1-3 Bed,844-889-7174,"$1,840 - 3,280",San Marco Villa Apartment Homes
332,"100 Monte Vis, Irvine, CA 92602",1-3 Bed,844-449-1578,"$2,240 - 5,640",Solana Apartment Homes
333,"500 Estancia, Irvine, CA 92602",1-3 Bed,657-383-4639,"$1,875 - 4,690",Estancia Apartment Homes
334,"100 Robinson Dr, Tustin, CA 92782",1-2 Bed,844-302-9381,"$1,915 - 3,835",Rancho Monterey Apartment Homes
335,"100 Oak Glen, Irvine, CA 92618",1-2 Bed,844-239-3139,"$1,800 - 3,780",Oak Glen Apartment Homes
336,"2480 Irvine Blvd, Tustin, CA 92782",2-3 Bed,714-782-9247,"$2,385 - 4,840",Rancho Santa Fe Apartment Homes
337,"1000 Archway, Irvine, CA 92618",1-3 Bed,844-274-2767,"$1,915 - 3,990",Portola Place Apartment Homes
338,"100 Las Palmas Dr, Irvine, CA 92602",1-2 Bed,844-812-9363,"$1,825 - 3,675",Las Palmas Apartment Homes
339,"100 Cantata, Irvine, CA 92606",Studio - 2 Bed,844-204-1704,"$1,770 - 3,690",San Mateo Apartment Homes
340,"100 Anacapa, Irvine, CA 92602",1-2 Bed,844-719-7872,"$1,935 - 4,335",Anacapa Apartment Homes
341,"1 Ambroise, Newport Beach, CA 92657",2-3 Bed,844-266-4693,"$3,245 - 6,930",Bordeaux Apartment Homes
342,"1103 Esperanza, Irvine, CA 92618",1-2 Bed,844-317-3080,"$1,825 - 4,385",Esperanza Apartment Homes
343,"100 Saint Vincent, Irvine, CA 92618",1-3 Bed,844-714-5999,"$1,915 - 5,230",Brittany Apartment Homes
344,"10 Marketview, Irvine, CA 92602",1-2 Bed,844-236-5383,"$1,905 - 3,680",Somerset Apartment Homes
345,"100 Mirasol, Irvine, CA 92620",1-2 Bed,844-889-7186,"$1,805 - 4,535",Stonegate Apartment Homes
346,"13408 Heritage Way, Tustin, CA 92782",1-2 Bed,844-351-6615,"$1,840 - 3,565",Rancho Maderas Apartment Homes
347,"100 Wycliffe, Irvine, CA 92602",1-2 Bed,844-484-3179,"$1,790 - 3,920",Serrano Apartment Homes
348,"700 Sonoma Aisle, Irvine, CA 92618",2-3 Bed,844-293-9657,"$2,540 - 5,345",Sonoma Apartment Homes
349,"115 Pinestone, Irvine, CA 92604",1-3 Bed,949-556-4825,"$1,880 - 3,540",Woodbridge Pines Apartment Homes
350,"13800 Parkcenter Ln, Tustin, CA 92782",1-3 Bed,714-782-9300,"$1,855 - 4,895",Rancho Alisal Apartment Homes
351,"1 Baywood Dr, Newport Beach, CA 92660",1-3 Bed,844-871-3891,"$1,925 - 5,690",The Bays Apartment Homes
352,"13211 Myford Rd, Tustin, CA 92782",1-2 Bed,844-868-7899,"$1,745 - 3,415",Rancho Mariposa Apartment Homes
353,"9440 Clover Ave, Fountain Valley, CA 92708",1-2 Bed,714-786-8183,"$1,625 - 2,125",GRANDE
354,"3931 Orange Ave, Anaheim, CA 92804",1 Bed,714-252-4613,"$1,625",PINE MEADOWS
355,"700 W La Jolla St, Placentia, CA 92870",1-2 Bed,844-473-6329,"$1,725 - 1,900",EL ADOBE
356,"31 Seaport, Laguna Niguel, CA 92677",1-2 Bed,844-323-4543,"$1,598 - 3,500",Seaside at Laguna Heights
357,"310 S Jefferson St, Placentia, CA 92870",1-2 Bed,877-317-4340,"$1,590 - 3,900",Merrick Apartments
358,"28150 Cabot Rd, Laguna Niguel, CA 92677",1-2 Bed,844-795-6581,"$1,894 - 3,437",Skye at Laguna Niguel
359,"21486 Lake Forest Dr, Lake Forest, CA 92630",1-2 Bed,888-459-4157,"$1,841 - 2,801",Ridgecrest
360,"201 N Wayfield St, Orange, CA 92867",1-2 Bed,714-602-3295,"$1,565 - 1,995",Orangewood Villa
361,"1120 N Placentia Ave, Fullerton, CA 92831",1-2 Bed,714-278-4158,"$1,488 - 2,537",El Dorado Apartments
362,"2456 E Nutwood Ave, Fullerton, CA 92831",1-2 Bed,844-347-0211,"$1,600 - 2,000",Nutwood Apartments
363,"16425 Harbor Blvd, Fountain Valley, CA 92708",1-2 Bed,844-820-3028,"$1,710 - 3,170",The Galleria
364,"1235 W Town Rd, Orange, CA 92868",1-2 Bed,877-268-6719,"$1,895 - 3,375",Windsor at Main Place
365,"1151 Walnut Ave, Tustin, CA 92780",1-2 Bed,844-349-3662,"$1,708 - 3,318",Terra at Tustin
366,"2170 S Harbor Blvd, Anaheim, CA 92802",1-2 Bed,844-845-6353,Call for Rent,Harbor Cliff Apartments
367,"2611 W Baylor Cir, Anaheim, CA 92801",1-2 Bed,844-245-9061,"$1,560 - 1,790",Springtree Apartments
368,"845 Paularino Ave, Costa Mesa, CA 92626",Studio - 2 Bed,844-238-1225,"$1,890 - 2,265",The Village at South Coast
369,"9651 Graham St, Cypress, CA 90630",1-2 Bed,844-822-2306,Call for Rent,Cypress Park Apartments
370,"30122 Niguel Rd, Laguna Niguel, CA 92677",2 Bed,844-356-1764,"$2,120 - 2,815",The Vista at Laguna
371,"2235 W Broadway, Anaheim, CA 92804",Studio - 2 Bed,866-331-8678,"$1,438 - 2,829",Madison Park Apartment Homes
372,"2010 Ponderosa St, Santa Ana, CA 92705",1-2 Bed,844-866-6845,"$1,595 - 2,225",Tustin View
373,"13061 Lampson Ave, Garden Grove, CA 92840",2 Bed,844-899-4706,"$1,900 - 1,950",City Villas
374,"1322 Walnut Ave, Tustin, CA 92780",1-2 Bed,844-275-0002,"$1,545 - 2,175",Briarwood Apartment Homes
375,"1750 W Romneya Dr, Anaheim, CA 92801",1 Bed,714-503-0934,"$1,475",Stone Creek Apartments
376,"401 W La Veta Ave, Orange, CA 92866",2-3 Bed,844-850-2127,"$1,995 - 2,445",La Veta Grand
377,"3301 Yorba Linda Blvd, Fullerton, CA 92831",Studio - 2 Bed,844-719-4845,"$1,130 - 1,850",Sycamore Village
378,"1920 Sherry Ln, Santa Ana, CA 92705",2 Bed,657-622-0554,"$2,195",Sherry Lane Garden Homes
379,"635 W Baker St, Costa Mesa, CA 92626",1-2 Bed,844-518-1505,"$1,512 - 2,178",Newport Village
380,"8211 San Angelo Dr, Huntington Beach, CA 92647",Studio - 2 Bed,844-275-8044,"$1,630 - 2,310",Huntington Creek Apartments
381,"13212 Magnolia St, Garden Grove, CA 92844",1-2 Bed,844-536-4310,"$1,578 - 2,018",Rancho Monterey
382,"1401 S Harbor Blvd, La Habra, CA 90631",1-2 Bed,888-264-1276,"$1,595 - 2,060",Brooklake Apartments
383,"2020 W Alameda Ave, Anaheim, CA 92801",1 Bed,888-312-9829,"$1,465 - 1,475",Chateau De Ville
384,"11121 Dino Cir, Garden Grove, CA 92840",1-3 Bed,844-726-7481,"$1,485 - 2,695",Quiet Cove Apartments
385,"1101 W Stevens Ave, Santa Ana, CA 92707",1-2 Bed,888-559-9874,"$1,681 - 2,240",South Coast Racquet Club
386,"2300 Fairview Rd, Costa Mesa, CA 92626",1-2 Bed,844-460-9542,"$1,550 - 1,900",Pinecreek Apartments
387,"1001 N Harbor Blvd, La Habra, CA 90631",1-3 Bed,844-716-1558,"$1,506 - 2,306",North Pointe Villas
388,"400 Merrimac Way, Costa Mesa, CA 92626",1-2 Bed,844-428-4448,"$1,695 - 2,095",Coast Apartments
389,"16040 Springdale St, Huntington Beach, CA 92649",2 Bed,714-594-7837,"$2,045",San Miguel Apartments
390,"2828 W Lincoln Ave, Anaheim, CA 92801",1-3 Bed,844-713-1221,"$1,370 - 1,635",Villa Del Sol Apartments
391,"28401 Los Alisos Blvd, Mission Viejo, CA 92692",1-3 Bed,844-427-8355,"$1,775 - 2,999",Madrid Apartment Homes
392,"2736 W Lincoln Ave, Anaheim, CA 92801",Studio - 2 Bed,844-809-3522,"$1,100 - 1,550",Harbor Village Apartments
393,"1900 E Almont Ave, Anaheim, CA 92805",1-2 Bed,844-897-3091,"$1,050 - 1,575",Almont Apartments
394,"8100 Park Plz, Stanton, CA 90680",1-2 Bed,714-793-0352,"$1,225 - 1,575",Park Plaza Apartments
395,"2600 W La Habra Blvd, La Habra, CA 90631",Studio - 3 Bed,844-494-8097,"$1,325 - 2,375",The Springs
396,"9580 El Rey Ave, Fountain Valley, CA 92708",1-2 Bed,844-687-2506,Call for Rent,Corte Bella
397,"1244 Irvine Ave, Newport Beach, CA 92660",1-3 Bed,949-386-8722,"$1,996 - 2,851",Mariner Square
398,"1300 Las Riendas Dr, La Habra, CA 90631",2 Bed,844-805-7550,"$1,995",The Cottages
399,"21851 Newland St, Huntington Beach, CA 92646",3 Bed,877-586-0839,"$2,300 - 3,600",Huntington By the Sea Mobile Estates
400,"3201 Yorba Linda Blvd, Fullerton, CA 92831",Studio - 2 Bed,714-831-2240,"$1,325 - 1,950",Tribeca Apartments
401,"14101-14201 Browning Ave, Tustin, CA 92780",1 Bed,844-244-8505,"$1,675 - 1,705",Pinetree Park Apartments
402,"2039 Artesia Blvd, Torrance, CA 90504",1-2 Bed,310-817-6666,"$1,895 - 2,275",Torrance Gardens
403,"1200 S Highland Ave, Fullerton, CA 92832",2-3 Bed,844-202-6590,"$2,035 - 2,250",Fullerton Townhouse Apartments
404,"1765-1765 Santa Ana Ave, Costa Mesa, CA 92627",Studio - 3 Bed,864-558-2862,"$1,660 - 3,310",AVA Newport
405,"24950 Via Florecer Via, Mission Viejo, CA 92692",1-2 Bed,844-577-1556,"$1,715 - 1,940",eaves Mission Viejo
406,"1401 N Placentia Ave, Fullerton, CA 92831",Studio - 2 Bed,714-451-2371,"$1,510 - 2,350",La Villita Apartment Homes
407,"861 S Glencliff St, La Habra, CA 90631",1-2 Bed,844-711-4098,"$1,725 - 2,100",Monterra Springs
408,"7802 Samura Pl, Garden Grove, CA 92841",1-2 Bed,877-264-2521,"$1,395 - 1,695",Mt. Vernon
409,"719 S Knott Ave, Anaheim, CA 92804",1-2 Bed,714-252-4351,"$1,175 - 1,425",Villas Apartments Homes
410,"1450 E Del Mar Ave, Orange, CA 92865",3 Bed,844-245-9125,"$2,145 - 2,560",Orange Plaza
411,"8550 Commonwealth Ave, Buena Park, CA 90621",Studio - 1 Bed,844-889-7073,"$1,145 - 1,350",Fullerton Court Apartments
412,"1220 Deerpark Dr, Fullerton, CA 92831",1-2 Bed,714-988-7942,"$1,525 - 2,400",Greenhouse Apartments
413,"2190 College Ave, Costa Mesa, CA 92627",2 Bed,844-884-5650,"$2,099 - 2,156",Olive Tree
414,"2611-2635 Yorba Linda Blvd, Fullerton, CA 92831",1 Bed,714-252-4357,"$1,485 - 1,775",Piccadilly Square Apartment Homes
415,"2002 E Santa Clara Ave, Santa Ana, CA 92705",2 Bed,844-645-0209,"$2,260 - 2,350",Mango Tree Apartments
416,"2230 W Orange Ave, Anaheim, CA 92804",1-2 Bed,844-300-2455,"$1,540 - 1,910",El Cortez Apartments
417,"1939 Wallace Ave, Costa Mesa, CA 92627",1 Bed,844-888-2816,"$1,576 - 1,751",Bay Breeze
418,"121 N La Reina Circle, Anaheim, CA 92801",1 Bed,714-503-0208,"$1,400 - 1,475",San Carlos Apartments
419,"3603-3621 W Savanna St, Anaheim, CA 92804",2 Bed,714-676-3158,"$1,600 - 1,700",Biltmore Apartments
420,"780-790 Hamilton St, Costa Mesa, CA 92627",1 Bed,844-281-5647,"$1,650",The Hamilton
421,"1433 Superior Ave, Newport Beach, CA 92663",Studio - 1 Bed,855-381-6576,"$1,550 - 1,950",Beach House Apartments
422,"11930 Banner Dr, Garden Grove, CA 92843",1-2 Bed,844-293-1988,"$1,435 - 1,745",Garden View Apartments
423,"739 Paularino Ave, Costa Mesa, CA 92626",1 Bed,844-428-3448,"$1,675 - 1,725",South Coast Fountains
424,"2110 Thurin St, Costa Mesa, CA 92627",3 Bed,844-823-2474,"$2,901 - 2,976",Greystone Townhouses
425,"1525 Placentia Ave, Newport Beach, CA 92663",Studio - 2 Bed,844-586-0770,"$1,550 - 2,025",Sandpointe Cove
426,"3161 W Ball Rd, Anaheim, CA 92804",Studio - 2 Bed,657-238-2524,"$1,080 - 1,550",Bell Court Apartments
427,"2201 E La Palma Ave, Anaheim, CA 92806",Studio - 3 Bed,657-262-3526,"$1,095 - 1,850",Summerhill Village Apartments
428,"475 E Center St, Anaheim, CA 92805",1-2 Bed,714-400-2838,"$1,710 - 2,170",The Village at Heritage Place
429,"18832 Florida St, Huntington Beach, CA 92648",1-2 Bed,844-747-2694,"$1,675 - 2,020",Florida Gardens Apartments
430,"11050 Cynthia Cir, Garden Grove, CA 92843",2-3 Bed,844-658-0664,"$1,995 - 2,495",The Bungalows
431,"1730 N Community Dr, Anaheim, CA 92806",1-2 Bed,844-564-3109,"$1,350 - 1,750",Hillcrest Village Senior Living
432,"3629 W Ball Rd, Anaheim, CA 92804",2 Bed,844-817-4876,"$1,700",Barcelona Apartments
433,"16900 Algonquin St, Huntington Beach, CA 92649",1-3 Bed,844-800-3131,"$1,550 - 2,300",Bridgeport Apartment Homes
