,Address,Beds,Phone,Price,Title
223,"2675 Fletcher Pky, El Cajon, CA 92020",1-3 Bed,844-577-7536,"$1,861 - 2,148",Ivanhoe Village Apartments
224,"45 E 12th St, National City, CA 91950",2-3 Bed,844-872-7496,"$2,245",12th Street Lofts
225,"5560 Shasta Ln, La Mesa, CA 91942",1-2 Bed,844-847-8511,"$1,660",Shasta Lane Apartments
226,"644-658 Moss St, Chula Vista, CA 91911",1-2 Bed,844-237-0200,"$1,330 - 2,341",Villa Marina
227,"8683 Via Mallorca Via, La Jolla, CA 92037",Studio - 1 Bed,888-840-9576,"$1,643 - 2,606",Village Square
228,"7346 Parkway Dr, La Mesa, CA 91942",1-3 Bed,844-337-8240,"$1,897 - 3,714",SETA
229,"5648 Amaya Dr, La Mesa, CA 91942",1-2 Bed,619-592-7398,"$1,784 - 2,874",Central Park
230,"3262 College Pl, Lemon Grove, CA 91945",1-2 Bed,619-259-5434,"$1,645 - 2,085",Hillside Terrace
231,"5150 Baltimore Dr, La Mesa, CA 91942",1-2 Bed,619-780-3168,"$1,762 - 2,556",FiftyOne Baltimore at The Crossroads
232,"4395 70th St, La Mesa, CA 91942",1-3 Bed,844-237-1132,"$1,618 - 2,520",Casa La Mesa
233,"201 4th St, Del Mar, CA 92014",1-3 Bed,844-683-5557,"$2,395 - 3,895",Los Arboles Apartments
234,"3511-3549 Valley Rd, Bonita, CA 91902",1-2 Bed,619-407-8287,"$1,873 - 2,889",Park Bonita
235,"12556 Oak Knoll Rd, Poway, CA 92064",1-3 Bed,866-494-5114,"$1,739 - 2,345",Countryside Apartments
236,"9015-9095 Prospect Ave, Santee, CA 92071",1-3 Bed,844-215-1388,"$1,550 - 2,350",Fanita Meadows
237,"2700 E 4th St, National City, CA 91950",1-2 Bed,619-610-5868,"$3,490 - 4,950",Paradise Village- Senior Resort Style Living
238,"9205 Carlton Oaks Dr, Santee, CA 92071",1-2 Bed,844-245-2425,"$1,545 - 1,860",The Oaks Apartments
239,"1447 Sheryl Ln, National City, CA 91950",1-3 Bed,844-247-5259,"$1,635 - 2,500",Bella Vita Apartment Homes
240,"5720 Jackson Dr, La Mesa, CA 91942",3 Bed,844-247-7198,"$2,050 - 2,150",Jackson Park Apartments
241,"1051-1057 Broadway, Chula Vista, CA 91911",1-2 Bed,844-677-4588,"$1,375 - 1,625",Vista Point Apartments
242,"5333 Baltimore Dr, La Mesa, CA 91942",1-3 Bed,619-365-8600,"$1,425 - 2,300",Heatherwood Garden
243,"240 Quintard St, Chula Vista, CA 91911",1-3 Bed,844-423-1798,"$1,100 - 1,500",Casa Madrid Apartments
244,"1225 Broadway, Chula Vista, CA 91911",1-2 Bed,844-210-2387,"$1,100 - 1,500",Sunset Villa Apartments
245,"1034 Broadway, Chula Vista, CA 91911",2-3 Bed,844-858-5033,"$1,795 - 1,995",Pharus Plaza
246,"1037-1095 Imperial Beach Blvd, Imperial Beach, CA 91932",1-3 Bed,844-237-0187,"$1,295 - 2,090",Palm Garden Apartments
247,"2801 Camino Del Mar, Del Mar, CA 92014",Studio - 2 Bed,844-225-4678,"$2,006 - 3,087",Beach Colony
248,"14005-14071 Mango Dr, Del Mar, CA 92014",1-2 Bed,844-611-5108,"$2,300 - 2,950",Bella Del Mar
249,"5360 Marengo Ave, La Mesa, CA 91942",Studio - 2 Bed,844-258-2361,"$1,025 - 1,500",Patrician Apartments
250,"701 S Nardo Ave, Solana Beach, CA 92075",1-3 Bed,888-824-0415,"$1,955 - 2,775",Solana Highlands
251,"5757 Lake Murray Blvd, La Mesa, CA 91942",1-2 Bed,866-675-3138,"$1,350 - 1,650",Lake Murray Villa
