,Address,Beds,Phone,Price,Title
223,"4395 70th St, La Mesa, CA 91942",1-3 Bed,844-237-1132,"$1,618 - 2,520",Casa La Mesa
224,"201 4th St, Del Mar, CA 92014",1-3 Bed,844-683-5557,"$2,395 - 3,895",Los Arboles Apartments
225,"5401-5445 Baltimore Dr, La Mesa, CA 91942",1-2 Bed,844-876-0769,"$1,323 - 2,102",Alvista Baltimore
226,"5533 Cancha De Golf, Rancho Santa Fe, CA 92091",2 Bed,858-461-6420,"$2,695 - 3,325",Palma de la Reina Apartments
227,"2675 Fletcher Pky, El Cajon, CA 92020",1-3 Bed,844-577-7536,"$1,861 - 2,148",Ivanhoe Village Apartments
228,"5560 Shasta Ln, La Mesa, CA 91942",1-2 Bed,844-847-8511,"$1,660",Shasta Lane Apartments
229,"45 E 12th St, National City, CA 91950",2-3 Bed,844-872-7496,"$2,245",12th Street Lofts
230,"644-658 Moss St, Chula Vista, CA 91911",1-2 Bed,844-237-0200,"$1,306 - 2,341",Villa Marina
231,"7346 Parkway Dr, La Mesa, CA 91942",1-3 Bed,844-337-8240,"$1,897 - 3,978",SETA
232,"8683 Via Mallorca Via, La Jolla, CA 92037",Studio - 1 Bed,888-840-9576,"$1,643 - 2,606",Village Square
233,"5648 Amaya Dr, La Mesa, CA 91942",1-2 Bed,619-592-7398,"$1,784 - 2,874",Central Park
234,"3511-3549 Valley Rd, Bonita, CA 91902",1-2 Bed,619-407-8287,"$1,825 - 2,832",Park Bonita
235,"8506 Villa La Jolla Dr, La Jolla, CA 92037",1-2 Bed,855-205-6619,"$2,200 - 5,035",Solazzo Apartments Homes
236,"400 Prospect St, La Jolla, CA 92037",1-2 Bed,844-627-6419,"$4,180 - 11,302",Ocean House on Prospect Apartment Homes
237,"701 S Nardo Ave, Solana Beach, CA 92075",1-3 Bed,888-824-0415,"$1,975 - 2,795",Solana Highlands
238,"12556 Oak Knoll Rd, Poway, CA 92064",1-3 Bed,866-494-5114,"$1,739 - 2,345",Countryside Apartments
239,"9015-9095 Prospect Ave, Santee, CA 92071",1-3 Bed,844-215-1388,"$1,550 - 2,350",Fanita Meadows
240,"2700 E 4th St, National City, CA 91950",1-2 Bed,619-610-5868,"$3,490 - 4,950",Paradise Village- Senior Resort Style Living
241,"9205 Carlton Oaks Dr, Santee, CA 92071",1-2 Bed,844-245-2425,"$1,545 - 1,860",The Oaks Apartments
242,"1447 Sheryl Ln, National City, CA 91950",1-3 Bed,844-247-5259,"$1,635 - 2,500",Bella Vita Apartment Homes
243,"5720 Jackson Dr, La Mesa, CA 91942",3 Bed,844-247-7198,"$2,050 - 2,150",Jackson Park Apartments
244,"1051-1057 Broadway, Chula Vista, CA 91911",1-2 Bed,844-677-4588,"$1,375 - 1,625",Vista Point Apartments
245,"5333 Baltimore Dr, La Mesa, CA 91942",1-3 Bed,619-365-8600,"$1,425 - 2,300",Heatherwood Garden
246,"240 Quintard St, Chula Vista, CA 91911",1-3 Bed,844-423-1798,"$1,100 - 1,500",Casa Madrid Apartments
247,"1225 Broadway, Chula Vista, CA 91911",1-2 Bed,844-210-2387,"$1,100 - 1,500",Sunset Villa Apartments
248,"1034 Broadway, Chula Vista, CA 91911",2-3 Bed,844-858-5033,"$1,795 - 1,995",Pharus Plaza
249,"1037-1095 Imperial Beach Blvd, Imperial Beach, CA 91932",1-3 Bed,844-237-0187,"$1,295 - 2,090",Palm Garden Apartments
250,"2801 Camino Del Mar, Del Mar, CA 92014",Studio - 2 Bed,844-225-4678,"$2,006 - 3,087",Beach Colony
251,"14005-14071 Mango Dr, Del Mar, CA 92014",1-2 Bed,844-611-5108,"$2,300 - 2,950",Bella Del Mar
252,"5360 Marengo Ave, La Mesa, CA 91942",Studio - 2 Bed,844-258-2361,"$1,025 - 1,500",Patrician Apartments
253,"5757 Lake Murray Blvd, La Mesa, CA 91942",1-2 Bed,866-675-3138,"$1,350 - 1,650",Lake Murray Villa
